index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
1417,2019/01/24,@Kate_DeLeon Check out the next article to troubleshoot the error SU-30645-8: https://t.co/9DmdeLfE5J @Kate_DeLeon Check out the next article to troubleshoot the error SU-30645-8: https://t.co/9DmdeLfE5J,neutral,@Kate_DeLeon Check out the next article to troubleshoot the error SU-30645-8: https://t.co/9DmdeLfE5J,2019/01/24,"['SCREEN_NAME', 'check', 'out', 'the', 'next', 'article', 'to', 'troubleshoot', 'the', 'error', '8', 'SCREEN_NAME', 'check', 'out', 'the', 'next', 'article', 'to', 'troubleshoot', 'the', 'error', '8']",neutral,1.0
1418,2019/01/25,@AnimatedAnt Congrats! We love our little robot buddy Astro @AnimatedAnt Congrats! We love our little robot buddy Astro,positive,@AnimatedAnt Congrats! We love our little robot buddy Astro,2019/01/25,"['SCREEN_NAME', 'congrats', '', 'we', 'love', 'our', 'little', 'robot', 'buddy', 'astro', 'SCREEN_NAME', 'congrats', '', 'we', 'love', 'our', 'little', 'robot', 'buddy', 'astro']",neutral,0.0
1419,2019/01/26,"@michaelmurphey We are glad to assist you. Please follow us and let us know once you do, so we can send you a Direct Message. Thank you. @michaelmurphey We are glad to assist you. Please follow us and let us know once you do, so we can send you a Direct Message. Thank you.",positive,"@michaelmurphey We are glad to assist you. Please follow us and let us know once you do, so we can send you a Direct Message. Thank you.",2019/01/26,"['SCREEN_NAME', 'we', 'are', 'glad', 'to', 'assist', 'you', '', 'please', 'follow', 'us', 'and', 'let', 'us', 'know', 'once', 'you', 'do', '', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'thank', 'you', '', 'SCREEN_NAME', 'we', 'are', 'glad', 'to', 'assist', 'you', '', 'please', 'follow', 'us', 'and', 'let', 'us', 'know', 'once', 'you', 'do', '', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'thank', 'you', '']",positive,1.0
1420,2019/01/23,PlayStation Now Beta Testing Starts For Select Countries InÂ Europe https://t.co/XSckoj7rol https://t.co/BhyL0VXbKi PlayStation Now Beta Testing Starts For Select Countries InÂ Europe https://t.co/XSckoj7rol https://t.co/BhyL0VXbKi,neutral,PlayStation Now Beta Testing Starts For Select Countries InÂ Europe https://t.co/XSckoj7rol https://t.co/BhyL0VXbKi,2019/01/23,"['playstation', 'now', 'beta', 'testing', 'starts', 'for', 'select', 'countries', 'in', 'europe', 'playstation', 'now', 'beta', 'testing', 'starts', 'for', 'select', 'countries', 'in', 'europe']",neutral,1.0
1421,2019/01/22,"First the snow falls, then the troops drop. Play in the frosty Vikendi map, now live in PUBG on PS4: https://t.co/JPvfT5iFlt https://t.co/U6g9DDBffi First the snow falls, then the troops drop. Play in the frosty Vikendi map, now live in PUBG on PS4: https://t.co/JPvfT5iFlt https://t.co/U6g9DDBffi",neutral,"First the snow falls, then the troops drop. Play in the frosty Vikendi map, now live in PUBG on PS4: https://t.co/JPvfT5iFlt https://t.co/U6g9DDBffi",2019/01/22,"['first', 'the', 'snow', 'falls', '', 'then', 'the', 'troops', 'drop', '', 'play', 'in', 'the', 'frosty', 'vikendi', 'map', '', 'now', 'live', 'in', 'pubg', 'on', 'ps4', 'first', 'the', 'snow', 'falls', '', 'then', 'the', 'troops', 'drop', '', 'play', 'in', 'the', 'frosty', 'vikendi', 'map', '', 'now', 'live', 'in', 'pubg', 'on', 'ps4']",neutral,1.0
1422,2019/01/24,@thegooom Put the AC on and stay in and play video games? @thegooom Put the AC on and stay in and play video games?,neutral,@thegooom Put the AC on and stay in and play video games?,2019/01/24,"['SCREEN_NAME', 'put', 'the', 'ac', 'on', 'and', 'stay', 'in', 'and', 'play', 'video', 'games', '', 'SCREEN_NAME', 'put', 'the', 'ac', 'on', 'and', 'stay', 'in', 'and', 'play', 'video', 'games', '']",neutral,1.0
1423,2019/01/26,@Tru_Racer_YT We have sent you a direct message via Twitter with further instructions for this problem. @Tru_Racer_YT We have sent you a direct message via Twitter with further instructions for this problem.,negative,@Tru_Racer_YT We have sent you a direct message via Twitter with further instructions for this problem.,2019/01/26,"['SCREEN_NAME', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', 'for', 'this', 'problem', '', 'SCREEN_NAME', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', 'for', 'this', 'problem', '']",neutral,0.0
1424,2019/01/23,"@smartmart4 Hi! I'm sorry to hear this. There's a few possible reasons & solutions, don't worry. 1st though, could you let me know if you have changed anything in your set up, even something small? Also, please try the PS4 in a diff TV, and a diff HDMI cable. ^AH @smartmart4 Hi! I'm sorry to hear this. There's a few possible reasons & solutions, don't worry. 1st though, could you let me know if you have changed anything in your set up, even something small? Also, please try the PS4 in a diff TV, and a diff HDMI cable. ^AH",negative,"@smartmart4 Hi! I'm sorry to hear this. There's a few possible reasons & solutions, don't worry. 1st though, could you let me know if you have changed anything in your set up, even something small? Also, please try the PS4 in a diff TV, and a diff HDMI cable. ^AH",2019/01/23,"['SCREEN_NAME', 'hi', '', 'i', 'm', 'sorry', 'to', 'hear', 'this', '', 'there', 's', 'a', 'few', 'possible', 'reasons', '', 'solutions', '', 'do', 'nt', 'worry', '', '1st', 'though', '', 'could', 'you', 'let', 'me', 'know', 'if', 'you', 'have', 'changed', 'anything', 'in', 'your', 'set', 'up', '', 'even', 'something', 'small', '', 'also', '', 'please', 'try', 'the', 'ps4', 'in', 'a', 'diff', 'tv', '', 'and', 'a', 'diff', 'hdmi', 'cable', '', 'ah', 'SCREEN_NAME', 'hi', '', 'i', 'm', 'sorry', 'to', 'hear', 'this', '', 'there', 's', 'a', 'few', 'possible', 'reasons', '', 'solutions', '', 'do', 'nt', 'worry', '', '1st', 'though', '', 'could', 'you', 'let', 'me', 'know', 'if', 'you', 'have', 'changed', 'anything', 'in', 'your', 'set', 'up', '', 'even', 'something', 'small', '', 'also', '', 'please', 'try', 'the', 'ps4', 'in', 'a', 'diff', 'tv', '', 'and', 'a', 'diff', 'hdmi', 'cable', '', 'ah']",negative,1.0
1425,2019/01/22,@gregmayoo Let's take a look! Let us know more details to better understand your concern. @gregmayoo Let's take a look! Let us know more details to better understand your concern.,neutral,@gregmayoo Let's take a look! Let us know more details to better understand your concern.,2019/01/22,"['SCREEN_NAME', 'let', 's', 'take', 'a', 'look', '', 'let', 'us', 'know', 'more', 'details', 'to', 'better', 'understand', 'your', 'concern', '', 'SCREEN_NAME', 'let', 's', 'take', 'a', 'look', '', 'let', 'us', 'know', 'more', 'details', 'to', 'better', 'understand', 'your', 'concern', '']",positive,0.0
1426,2019/01/25,"@Siniccc_ Hello, glad to assist you! Please follow us via Twitter so we can send you a direct message, let us know once you are following us. @Siniccc_ Hello, glad to assist you! Please follow us via Twitter so we can send you a direct message, let us know once you are following us.",positive,"@Siniccc_ Hello, glad to assist you! Please follow us via Twitter so we can send you a direct message, let us know once you are following us.",2019/01/25,"['SCREEN_NAME', '', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'please', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'are', 'following', 'us', '', 'SCREEN_NAME', '', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'please', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'are', 'following', 'us', '']",neutral,0.0
1427,2019/01/23,@TomPeachBanana Ok! I'm going to send you a direct message. Please make sure that you are following us so I can send it. ^MM @TomPeachBanana Ok! I'm going to send you a direct message. Please make sure that you are following us so I can send it. ^MM,neutral,@TomPeachBanana Ok! I'm going to send you a direct message. Please make sure that you are following us so I can send it. ^MM,2019/01/23,"['SCREEN_NAME', 'ok', '', 'i', 'm', 'going', 'to', 'send', 'you', 'a', 'direct', 'message', '', 'please', 'make', 'sure', 'that', 'you', 'are', 'following', 'us', 'so', 'i', 'can', 'send', 'it', '', 'mm', 'SCREEN_NAME', 'ok', '', 'i', 'm', 'going', 'to', 'send', 'you', 'a', 'direct', 'message', '', 'please', 'make', 'sure', 'that', 'you', 'are', 'following', 'us', 'so', 'i', 'can', 'send', 'it', '', 'mm']",neutral,1.0
1428,2019/01/23,"@K4ISS We are sorry to read that your console is not working properly. Please select your console here: https://t.co/eC1vdKi5Wm and follow the ""Power"" troubleshooting steps. @K4ISS We are sorry to read that your console is not working properly. Please select your console here: https://t.co/eC1vdKi5Wm and follow the ""Power"" troubleshooting steps.",negative,"@K4ISS We are sorry to read that your console is not working properly. Please select your console here: https://t.co/eC1vdKi5Wm and follow the ""Power"" troubleshooting steps.",2019/01/23,"['SCREEN_NAME', 'we', 'are', 'sorry', 'to', 'read', 'that', 'your', 'console', 'is', 'not', 'working', 'properly', '', 'please', 'select', 'your', 'console', 'here', 'and', 'follow', 'the', '', 'power', '', 'troubleshooting', 'steps', '', 'SCREEN_NAME', 'we', 'are', 'sorry', 'to', 'read', 'that', 'your', 'console', 'is', 'not', 'working', 'properly', '', 'please', 'select', 'your', 'console', 'here', 'and', 'follow', 'the', '', 'power', '', 'troubleshooting', 'steps', '']",negative,1.0
1429,2019/01/26,@Chrisara_xo Glad to answer. Please check your DM's for more instructions. @Chrisara_xo Glad to answer. Please check your DM's for more instructions.,neutral,@Chrisara_xo Glad to answer. Please check your DM's for more instructions.,2019/01/26,"['SCREEN_NAME', 'glad', 'to', 'answer', '', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '', 'SCREEN_NAME', 'glad', 'to', 'answer', '', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '']",positive,0.0
1430,2019/01/26,"@popcenturyguest Hi there! Glad to assist! In this case, please make sure that the external HDD meets the requirements. Please check the following article for more info: https://t.co/puXYCtmuuV @popcenturyguest Hi there! Glad to assist! In this case, please make sure that the external HDD meets the requirements. Please check the following article for more info: https://t.co/puXYCtmuuV",neutral,"@popcenturyguest Hi there! Glad to assist! In this case, please make sure that the external HDD meets the requirements. Please check the following article for more info: https://t.co/puXYCtmuuV",2019/01/26,"['SCREEN_NAME', 'hi', 'there', '', 'glad', 'to', 'assist', '', 'in', 'this', 'case', '', 'please', 'make', 'sure', 'that', 'the', 'external', 'hdd', 'meets', 'the', 'requirements', '', 'please', 'check', 'the', 'following', 'article', 'for', 'more', 'info', 'SCREEN_NAME', 'hi', 'there', '', 'glad', 'to', 'assist', '', 'in', 'this', 'case', '', 'please', 'make', 'sure', 'that', 'the', 'external', 'hdd', 'meets', 'the', 'requirements', '', 'please', 'check', 'the', 'following', 'article', 'for', 'more', 'info']",neutral,1.0
1431,2019/01/24,Sony PlayStation Now Service Arrives To More EuropeanÂ Countries https://t.co/z5fBwo92GP https://t.co/EIArE6fdP7 Sony PlayStation Now Service Arrives To More EuropeanÂ Countries https://t.co/z5fBwo92GP https://t.co/EIArE6fdP7,neutral,Sony PlayStation Now Service Arrives To More EuropeanÂ Countries https://t.co/z5fBwo92GP https://t.co/EIArE6fdP7,2019/01/24,"['sony', 'playstation', 'now', 'service', 'arrives', 'to', 'more', 'european', 'countries', 'sony', 'playstation', 'now', 'service', 'arrives', 'to', 'more', 'european', 'countries']",neutral,1.0
1432,2019/01/24,PlayStation Now game streaming expands throughout Europe https://t.co/KX85RVaUaX https://t.co/C66FbHeUXe PlayStation Now game streaming expands throughout Europe  https://t.co/KX85RVaUaX https://t.co/C66FbHeUXe,neutral,PlayStation Now game streaming expands throughout Europe  https://t.co/KX85RVaUaX https://t.co/C66FbHeUXe,2019/01/24,"['playstation', 'now', 'game', 'streaming', 'expands', 'throughout', 'europe', 'playstation', 'now', 'game', 'streaming', 'expands', 'throughout', 'europe']",negative,0.0
1433,2019/01/23,"@ryan7uk If you do not recall the email or no longer have access, please access our password reset article: https://t.co/CtzHdWxilw and find the contact options for further assistance. @ryan7uk If you do not recall the email or no longer have access, please access our password reset article: https://t.co/CtzHdWxilw and  find the contact options for further assistance.",neutral,"@ryan7uk If you do not recall the email or no longer have access, please access our password reset article: https://t.co/CtzHdWxilw and  find the contact options for further assistance.",2019/01/23,"['SCREEN_NAME', 'if', 'you', 'do', 'not', 'recall', 'the', 'email', 'or', 'no', 'longer', 'have', 'access', '', 'please', 'access', 'our', 'password', 'reset', 'article', 'and', 'find', 'the', 'contact', 'options', 'for', 'further', 'assistance', '', 'SCREEN_NAME', 'if', 'you', 'do', 'not', 'recall', 'the', 'email', 'or', 'no', 'longer', 'have', 'access', '', 'please', 'access', 'our', 'password', 'reset', 'article', 'and', 'find', 'the', 'contact', 'options', 'for', 'further', 'assistance', '']",neutral,1.0
1434,2019/01/24,@platiumgamer Great! Feel free to contact us if you have further concerns. @platiumgamer Great! Feel free to contact us if you have further concerns.,positive,@platiumgamer Great! Feel free to contact us if you have further concerns.,2019/01/24,"['SCREEN_NAME', 'great', '', 'feel', 'free', 'to', 'contact', 'us', 'if', 'you', 'have', 'further', 'concerns', '', 'SCREEN_NAME', 'great', '', 'feel', 'free', 'to', 'contact', 'us', 'if', 'you', 'have', 'further', 'concerns', '']",positive,1.0
1435,2019/01/25,"@r00dskins I'm not sure what you mean? If you select the options that its a problem with your PSVR, all you need to do is write down the issue in your question and request repair for it. From here, it can then be dealt with by our email team. ^DB @r00dskins I'm not sure what you mean? If you select the options that its a problem with your PSVR, all you need to do is write down the issue in your question and request repair for it. From here, it can then be dealt with by our email team. ^DB",negative,"@r00dskins I'm not sure what you mean? If you select the options that its a problem with your PSVR, all you need to do is write down the issue in your question and request repair for it. From here, it can then be dealt with by our email team. ^DB",2019/01/25,"['SCREEN_NAME', 'i', 'm', 'not', 'sure', 'what', 'you', 'mean', '', 'if', 'you', 'select', 'the', 'options', 'that', 'its', 'a', 'problem', 'with', 'your', 'psvr', '', 'all', 'you', 'need', 'to', 'do', 'is', 'write', 'down', 'the', 'issue', 'in', 'your', 'question', 'and', 'request', 'repair', 'for', 'it', '', 'from', 'here', '', 'it', 'can', 'then', 'be', 'dealt', 'with', 'by', 'our', 'email', 'team', '', 'db', 'SCREEN_NAME', 'i', 'm', 'not', 'sure', 'what', 'you', 'mean', '', 'if', 'you', 'select', 'the', 'options', 'that', 'its', 'a', 'problem', 'with', 'your', 'psvr', '', 'all', 'you', 'need', 'to', 'do', 'is', 'write', 'down', 'the', 'issue', 'in', 'your', 'question', 'and', 'request', 'repair', 'for', 'it', '', 'from', 'here', '', 'it', 'can', 'then', 'be', 'dealt', 'with', 'by', 'our', 'email', 'team', '', 'db']",negative,1.0
1436,2019/01/25,@FionnianKeating Hello! What is the error code that you are seeing on the screen when it freezes? Are you seeing this with any other games? ^DB @FionnianKeating Hello! What is the error code that you are seeing on the screen when it freezes? Are you seeing this with any other games? ^DB,negative,@FionnianKeating Hello! What is the error code that you are seeing on the screen when it freezes? Are you seeing this with any other games? ^DB,2019/01/25,"['SCREEN_NAME', 'hello', '', 'what', 'is', 'the', 'error', 'code', 'that', 'you', 'are', 'seeing', 'on', 'the', 'screen', 'when', 'it', 'freezes', '', 'are', 'you', 'seeing', 'this', 'with', 'any', 'other', 'games', '', 'db', 'SCREEN_NAME', 'hello', '', 'what', 'is', 'the', 'error', 'code', 'that', 'you', 'are', 'seeing', 'on', 'the', 'screen', 'when', 'it', 'freezes', '', 'are', 'you', 'seeing', 'this', 'with', 'any', 'other', 'games', '', 'db']",negative,1.0
